0.7793,0.734
0.7795,0.729
0.780317,0.724
0.781422,0.715
0.782526,0.707
0.78363,0.70064
0.784734,0.69398
0.785838,0.68732
0.786942,0.68066
0.788047,0.675665
0.789151,0.67067
0.790255,0.665675
0.791359,0.659015
0.792463,0.655686
0.793567,0.650691
0.794672,0.647361
0.795776,0.642366
0.79688,0.637371
0.797984,0.634041
0.799088,0.630711
0.800192,0.627381
0.801297,0.622386
0.802401,0.619056
0.803505,0.614061
0.804609,0.610732
0.805713,0.605737
0.806817,0.602407
0.807922,0.597412
0.809026,0.594082
0.81013,0.590752
0.811234,0.585757
0.812338,0.582427
0.813442,0.575767
0.814547,0.572437
0.815651,0.569107
0.816755,0.565777
0.817859,0.560783
0.818963,0.557453
0.820067,0.554123
0.821172,0.549128
0.822276,0.545798
0.82338,0.542468
0.824484,0.539138
0.825588,0.535808
0.826692,0.530813
0.827797,0.527483
0.828901,0.524153
0.830005,0.520823
0.831109,0.515829
0.832213,0.512499
0.833317,0.509169
0.834422,0.505839
0.835526,0.502509
0.83663,0.497514
0.837734,0.495849
0.838838,0.492519
0.839942,0.489189
0.841047,0.484194
0.842151,0.482529
0.843255,0.479199
0.844359,0.475869
0.845463,0.47254
0.846567,0.46921
0.847672,0.46588
0.848776,0.46255
0.84988,0.45922
0.850984,0.45589
0.852088,0.45256
0.853192,0.44923
0.854297,0.4459
0.855401,0.44257
0.856505,0.43924
0.857609,0.43591
0.858713,0.43258
0.859817,0.430915
0.860922,0.427586
0.862026,0.424256
0.86313,0.420926
0.864234,0.419261
0.865338,0.415931
0.866442,0.412601
0.867547,0.409271
0.868651,0.407606
0.869755,0.404276
0.870859,0.402611
0.871963,0.400946
0.873067,0.397616
0.874172,0.395951
0.875276,0.392621
0.87638,0.387626
0.877484,0.384296
0.878588,0.382632
0.879692,0.380967
0.880797,0.377637
0.881901,0.374307
0.883005,0.370977
0.884109,0.367647
0.885213,0.364317
0.886317,0.360987
0.887422,0.357657
0.888526,0.354327
0.88963,0.350997
0.890734,0.347667
0.891838,0.344337
0.892942,0.342672
0.894047,0.341007
0.895151,0.337677
0.896255,0.334348
0.897359,0.331018
0.898463,0.327688
0.899567,0.327688
0.900672,0.324358
0.901776,0.321028
0.90288,0.317698
0.903984,0.317698
0.905088,0.316033
0.906193,0.312703
0.907297,0.311038
0.908401,0.309373
0.909505,0.306043
0.910609,0.304378
0.911713,0.301048
0.912818,0.297718
0.913922,0.294388
0.915026,0.287729
0.91613,0.286064
0.917234,0.284399
0.918338,0.281069
0.919443,0.277739
0.920547,0.274409
0.921651,0.274409
0.922755,0.271079
0.923859,0.267749
0.924963,0.264419
0.926068,0.264419
0.927172,0.261089
0.928276,0.257759
0.92938,0.256094
0.930484,0.254429
0.931588,0.251099
0.932693,0.247769
0.933797,0.246104
0.934901,0.24444
0.936005,0.24111
0.937109,0.239445
0.938213,0.23778
0.939318,0.23778
0.940422,0.236115
0.941526,0.232785
0.94263,0.232785
0.943734,0.23112
0.944838,0.22779
0.945943,0.226125
0.947047,0.222795
0.948151,0.216135
0.949255,0.21447
0.950359,0.212805
0.951463,0.21114
0.952568,0.209475
0.953672,0.20781
0.954776,0.206145
0.95588,0.202815
0.956984,0.199486
0.958088,0.194491
0.959193,0.191161
0.960297,0.189496
0.961401,0.187831
0.962505,0.184501
0.963609,0.182836
0.964713,0.181171
0.965818,0.177841
0.966922,0.176176
0.968026,0.176176
0.96913,0.172846
0.970234,0.169516
0.971338,0.166186
0.972443,0.164521
0.973547,0.161191
0.974651,0.159526
0.975755,0.157861
0.976859,0.154531
0.977963,0.152867
0.979068,0.151202
0.980172,0.147872
0.981276,0.146207
0.98238,0.144542
0.983484,0.142877
0.984588,0.139547
0.985693,0.139547
0.986797,0.136217
0.987901,0.134552
0.989005,0.131222
0.990109,0.127892
0.991213,0.127892
0.992318,0.124562
0.993422,0.121232
0.994526,0.119567
0.99563,0.119567
0.996734,0.117902
0.997838,0.116237
0.998943,0.116237
1.00005,0.112907
1.00115,0.111242
1.00226,0.111242
1.00336,0.107913
1.00446,0.106248
1.00557,0.102918
1.00667,0.0979227
1.00778,0.0979227
1.00888,0.0945928
1.00998,0.0945928
1.01109,0.0929278
1.01219,0.0895979
1.0133,0.087933
1.0144,0.084603
1.01551,0.0812731
1.01661,0.0796081
1.01771,0.0762782
1.01882,0.0746132
1.01992,0.0729483
1.02103,0.0729483
1.02213,0.0696184
1.02323,0.0679534
1.02434,0.0679534
1.02544,0.0646235
1.02655,0.0612935
1.02765,0.0596286
1.02876,0.0562986
1.02986,0.0546337
1.03096,0.0529687
1.03207,0.0496388
1.03317,0.0479738
1.03428,0.0463089
1.03538,0.0446439
1.03648,0.0429789
1.03759,0.041314
1.03869,0.037984
1.0398,0.0363191
1.0409,0.0346541
1.04201,0.0329892
1.04311,0.0313242
1.04421,0.0296592
1.04532,0.0263293
1.04642,0.0263293
1.04753,0.0229994
1.04863,0.0229994
1.04973,0.0196694
1.05084,0.0196694
1.05194,0.0163395
1.05305,0.0163395
1.05415,0.0130096
