0.01	2.647650487863997e-6
0.03	2.1773533497760878e-6
0.05	2.3538681731447864e-6
0.06999999999999999	7.036587915611313e-6
0.09	0.000028600921560012326
0.11	0.000029388427895006022
0.13	0.000031875267295483126
0.15000000000000002	0.00003656451050555376
0.17	0.00003561553893237752
0.19	0.000036999924411069437
0.21000000000000002	0.00004228844151279617
0.23	0.000042648493565091496
0.25	0.00006972031113502679
0.27	0.00007453416699828249
0.29000000000000004	0.00007397487820429383
0.31	0.00006825789230121768
0.33	0.00006374056093352071
0.35000000000000003	0.00006352684370724398
0.37	0.00006030262601206869
0.39	0.00006462722068011
0.41000000000000003	0.00006347394804007646
0.43	0.00005506930998916659
0.45	0.00004628398464902568
0.47000000000000003	0.0000385883388962579
0.49	0.000031250817025462524
0.51	0.00002549903144074914
0.53	0.000020645527890397674
0.55	0.000015944791620283443
0.5700000000000001	0.000011615002272732644
0.59	7.696928652031432e-6
0.61	5.167855460646238e-6
0.63	3.430441063521142e-6
0.65	2.351161763246257e-6
0.67	1.6741811844643186e-6
0.6900000000000001	1.1901507739567749e-6
0.7100000000000001	7.973364545609407e-7
0.73	4.689498203268937e-7
0.75	2.7324282992759173e-7
0.77	1.5441141739590947e-7
0.79	7.502826272687714e-8
0.81	0.
0.8300000000000001	0.
0.85	0.
0.87	0.
0.89	0.
0.91	0.
0.93	0.
0.9500000000000001	0.
0.97	0.
0.99	0.
