    0.10000E-03    0.80465E+03
    0.10202E-03    0.80422E+03
    0.10408E-03    0.80426E+03
    0.10618E-03    0.80477E+03
    0.10833E-03    0.80573E+03
    0.11052E-03    0.80714E+03
    0.11275E-03    0.80898E+03
    0.11503E-03    0.81126E+03
    0.11735E-03    0.81396E+03
    0.11972E-03    0.81709E+03
    0.12214E-03    0.82062E+03
    0.12461E-03    0.82457E+03
    0.12712E-03    0.82891E+03
    0.12969E-03    0.83366E+03
    0.13231E-03    0.83881E+03
    0.13499E-03    0.84435E+03
    0.13771E-03    0.85029E+03
    0.14049E-03    0.85661E+03
    0.14333E-03    0.86332E+03
    0.14623E-03    0.87042E+03
    0.14918E-03    0.87790E+03
    0.15220E-03    0.88577E+03
    0.15527E-03    0.89402E+03
    0.15841E-03    0.90266E+03
    0.16161E-03    0.91169E+03
    0.16487E-03    0.92109E+03
    0.16820E-03    0.93089E+03
    0.17160E-03    0.94107E+03
    0.17507E-03    0.95164E+03
    0.17860E-03    0.96260E+03
    0.18221E-03    0.97395E+03
    0.18589E-03    0.98570E+03
    0.18965E-03    0.99785E+03
    0.19348E-03    0.10104E+04
    0.19739E-03    0.10233E+04
    0.20138E-03    0.10367E+04
    0.20544E-03    0.10505E+04
    0.20959E-03    0.10646E+04
    0.21383E-03    0.10792E+04
    0.21815E-03    0.10942E+04
    0.22255E-03    0.11097E+04
    0.22705E-03    0.11255E+04
    0.23164E-03    0.11418E+04
    0.23632E-03    0.11585E+04
    0.24109E-03    0.11757E+04
    0.24596E-03    0.11933E+04
    0.25093E-03    0.12114E+04
    0.25600E-03    0.12300E+04
    0.26117E-03    0.12490E+04
    0.26645E-03    0.12684E+04
    0.27183E-03    0.12884E+04
    0.27732E-03    0.13088E+04
    0.28292E-03    0.13297E+04
    0.28864E-03    0.13512E+04
    0.29447E-03    0.13731E+04
    0.30042E-03    0.13955E+04
    0.30649E-03    0.14185E+04
    0.31268E-03    0.14419E+04
    0.31899E-03    0.14660E+04
    0.32544E-03    0.14905E+04
    0.33201E-03    0.15156E+04
    0.33872E-03    0.15413E+04
    0.34556E-03    0.15675E+04
    0.35254E-03    0.15943E+04
    0.35966E-03    0.16217E+04
    0.36693E-03    0.16496E+04
    0.37434E-03    0.16782E+04
    0.38190E-03    0.17074E+04
    0.38962E-03    0.17372E+04
    0.39749E-03    0.17676E+04
    0.40552E-03    0.17987E+04
    0.41371E-03    0.18305E+04
    0.42207E-03    0.18628E+04
    0.43060E-03    0.18959E+04
    0.43929E-03    0.19296E+04
    0.44817E-03    0.19641E+04
    0.45722E-03    0.19992E+04
    0.46646E-03    0.20351E+04
    0.47588E-03    0.20717E+04
    0.48550E-03    0.21090E+04
    0.49530E-03    0.21471E+04
    0.50531E-03    0.21859E+04
    0.51552E-03    0.22255E+04
    0.52593E-03    0.22659E+04
    0.53656E-03    0.23071E+04
    0.54739E-03    0.23491E+04
    0.55845E-03    0.23920E+04
    0.56973E-03    0.24356E+04
    0.58124E-03    0.24802E+04
    0.59299E-03    0.25256E+04
    0.60496E-03    0.25719E+04
    0.61719E-03    0.26191E+04
    0.62965E-03    0.26671E+04
    0.64237E-03    0.27162E+04
    0.65535E-03    0.27661E+04
    0.66859E-03    0.28170E+04
    0.68210E-03    0.28689E+04
    0.69588E-03    0.29218E+04
    0.70993E-03    0.29757E+04
    0.72427E-03    0.30306E+04
    0.73891E-03    0.30865E+04
    0.75383E-03    0.31435E+04
    0.76906E-03    0.32015E+04
    0.78460E-03    0.32606E+04
    0.80045E-03    0.33209E+04
    0.81662E-03    0.33822E+04
    0.83311E-03    0.34447E+04
    0.84994E-03    0.35083E+04
    0.86711E-03    0.35731E+04
    0.88463E-03    0.36391E+04
    0.90250E-03    0.37063E+04
    0.92073E-03    0.37747E+04
    0.93933E-03    0.38443E+04
    0.95831E-03    0.39152E+04
    0.97767E-03    0.39874E+04
    0.99742E-03    0.40609E+04
    0.10176E-02    0.41357E+04
    0.10381E-02    0.42118E+04
    0.10591E-02    0.42893E+04
    0.10805E-02    0.43682E+04
    0.11023E-02    0.44484E+04
    0.11246E-02    0.45301E+04
    0.11473E-02    0.46132E+04
    0.11705E-02    0.46977E+04
    0.11941E-02    0.47837E+04
    0.12182E-02    0.48712E+04
    0.12429E-02    0.49602E+04
    0.12680E-02    0.50508E+04
    0.12936E-02    0.51428E+04
    0.13197E-02    0.52365E+04
    0.13464E-02    0.53317E+04
    0.13736E-02    0.54285E+04
    0.14013E-02    0.55270E+04
    0.14296E-02    0.56271E+04
    0.14585E-02    0.57289E+04
    0.14880E-02    0.58323E+04
    0.15180E-02    0.59374E+04
    0.15487E-02    0.60443E+04
    0.15800E-02    0.61529E+04
    0.16119E-02    0.62632E+04
    0.16445E-02    0.63753E+04
    0.16777E-02    0.64893E+04
    0.17116E-02    0.66050E+04
    0.17462E-02    0.67225E+04
    0.17814E-02    0.68419E+04
    0.18174E-02    0.69631E+04
    0.18541E-02    0.70862E+04
    0.18916E-02    0.72112E+04
    0.19298E-02    0.73381E+04
    0.19688E-02    0.74670E+04
    0.20086E-02    0.75977E+04
    0.20491E-02    0.77304E+04
    0.20905E-02    0.78651E+04
    0.21328E-02    0.80017E+04
    0.21758E-02    0.81403E+04
    0.22198E-02    0.82809E+04
    0.22646E-02    0.84235E+04
    0.23104E-02    0.85682E+04
    0.23571E-02    0.87148E+04
    0.24047E-02    0.88635E+04
    0.24533E-02    0.90141E+04
    0.25028E-02    0.91669E+04
    0.25534E-02    0.93217E+04
    0.26050E-02    0.94785E+04
    0.26576E-02    0.96374E+04
    0.27113E-02    0.97983E+04
    0.27660E-02    0.99613E+04
    0.28219E-02    0.10126E+05
    0.28789E-02    0.10293E+05
    0.29371E-02    0.10462E+05
    0.29964E-02    0.10634E+05
    0.30569E-02    0.10807E+05
    0.31187E-02    0.10982E+05
    0.31817E-02    0.11159E+05
    0.32460E-02    0.11338E+05
    0.33115E-02    0.11520E+05
    0.33784E-02    0.11703E+05
    0.34467E-02    0.11888E+05
    0.35163E-02    0.12075E+05
    0.35874E-02    0.12264E+05
    0.36598E-02    0.12455E+05
    0.37338E-02    0.12647E+05
    0.38092E-02    0.12842E+05
    0.38861E-02    0.13038E+05
    0.39646E-02    0.13236E+05
    0.40447E-02    0.13436E+05
    0.41264E-02    0.13637E+05
    0.42098E-02    0.13840E+05
    0.42948E-02    0.14045E+05
    0.43816E-02    0.14252E+05
    0.44701E-02    0.14460E+05
    0.45604E-02    0.14668E+05
    0.46525E-02    0.14878E+05
    0.47465E-02    0.15092E+05
    0.48424E-02    0.15310E+05
    0.49402E-02    0.15523E+05
    0.50400E-02    0.15723E+05
    0.51419E-02    0.15913E+05
    0.52457E-02    0.16109E+05
    0.53517E-02    0.16321E+05
    0.54598E-02    0.16543E+05
    0.55701E-02    0.16765E+05
    0.56826E-02    0.16983E+05
    0.57974E-02    0.17201E+05
    0.59145E-02    0.17420E+05
    0.60340E-02    0.17640E+05
    0.61559E-02    0.17861E+05
    0.62803E-02    0.18081E+05
    0.64072E-02    0.18301E+05
    0.65366E-02    0.18521E+05
    0.66686E-02    0.18740E+05
    0.68033E-02    0.18960E+05
    0.69408E-02    0.19178E+05
    0.70810E-02    0.19396E+05
    0.72240E-02    0.19613E+05
    0.73700E-02    0.19829E+05
    0.75189E-02    0.20044E+05
    0.76708E-02    0.20258E+05
    0.78257E-02    0.20470E+05
    0.79838E-02    0.20680E+05
    0.81451E-02    0.20889E+05
    0.83096E-02    0.21096E+05
    0.84775E-02    0.21301E+05
    0.86488E-02    0.21503E+05
    0.88235E-02    0.21703E+05
    0.90017E-02    0.21900E+05
    0.91836E-02    0.22094E+05
    0.93691E-02    0.22285E+05
    0.95583E-02    0.22473E+05
    0.97514E-02    0.22657E+05
    0.99484E-02    0.22837E+05
    0.10149E-01    0.23014E+05
    0.10354E-01    0.23186E+05
    0.10564E-01    0.23352E+05
    0.10777E-01    0.23511E+05
    0.10995E-01    0.23665E+05
    0.11217E-01    0.23815E+05
    0.11443E-01    0.23961E+05
    0.11675E-01    0.24102E+05
    0.11910E-01    0.24236E+05
    0.12151E-01    0.24364E+05
    0.12397E-01    0.24484E+05
    0.12647E-01    0.24598E+05
    0.12902E-01    0.24706E+05
    0.13163E-01    0.24809E+05
    0.13429E-01    0.24904E+05
    0.13700E-01    0.24989E+05
    0.13977E-01    0.25065E+05
    0.14259E-01    0.25132E+05
    0.14547E-01    0.25191E+05
    0.14841E-01    0.25240E+05
    0.15141E-01    0.25278E+05
    0.15447E-01    0.25305E+05
    0.15759E-01    0.25323E+05
    0.16077E-01    0.25332E+05
    0.16402E-01    0.25332E+05
    0.16734E-01    0.25321E+05
    0.17072E-01    0.25299E+05
    0.17416E-01    0.25267E+05
    0.17768E-01    0.25225E+05
    0.18127E-01    0.25173E+05
    0.18493E-01    0.25107E+05
    0.18867E-01    0.25028E+05
    0.19248E-01    0.24938E+05
    0.19637E-01    0.24835E+05
    0.20034E-01    0.24722E+05
    0.20438E-01    0.24596E+05
    0.20851E-01    0.24458E+05
    0.21272E-01    0.24307E+05
    0.21702E-01    0.24146E+05
