    0.10000E-03    0.19604E+03
    0.10202E-03    0.20701E+03
    0.10408E-03    0.21849E+03
    0.10618E-03    0.23050E+03
    0.10833E-03    0.24300E+03
    0.11052E-03    0.25600E+03
    0.11275E-03    0.26945E+03
    0.11503E-03    0.28334E+03
    0.11735E-03    0.29763E+03
    0.11972E-03    0.31226E+03
    0.12214E-03    0.32719E+03
    0.12461E-03    0.34236E+03
    0.12712E-03    0.35768E+03
    0.12969E-03    0.37309E+03
    0.13231E-03    0.38852E+03
    0.13499E-03    0.40395E+03
    0.13771E-03    0.41940E+03
    0.14049E-03    0.43485E+03
    0.14333E-03    0.45034E+03
    0.14623E-03    0.46588E+03
    0.14918E-03    0.48149E+03
    0.15220E-03    0.49722E+03
    0.15527E-03    0.51309E+03
    0.15841E-03    0.52915E+03
    0.16161E-03    0.54546E+03
    0.16487E-03    0.56207E+03
    0.16820E-03    0.57902E+03
    0.17160E-03    0.59630E+03
    0.17507E-03    0.61391E+03
    0.17860E-03    0.63183E+03
    0.18221E-03    0.65006E+03
    0.18589E-03    0.66859E+03
    0.18965E-03    0.68740E+03
    0.19348E-03    0.70648E+03
    0.19739E-03    0.72581E+03
    0.20138E-03    0.74538E+03
    0.20544E-03    0.76520E+03
    0.20959E-03    0.78528E+03
    0.21383E-03    0.80563E+03
    0.21815E-03    0.82625E+03
    0.22255E-03    0.84718E+03
    0.22705E-03    0.86841E+03
    0.23164E-03    0.88997E+03
    0.23632E-03    0.91188E+03
    0.24109E-03    0.93413E+03
    0.24596E-03    0.95674E+03
    0.25093E-03    0.97971E+03
    0.25600E-03    0.10030E+04
    0.26117E-03    0.10267E+04
    0.26645E-03    0.10508E+04
    0.27183E-03    0.10753E+04
    0.27732E-03    0.11001E+04
    0.28292E-03    0.11253E+04
    0.28864E-03    0.11510E+04
    0.29447E-03    0.11770E+04
    0.30042E-03    0.12035E+04
    0.30649E-03    0.12304E+04
    0.31268E-03    0.12578E+04
