    0.10000E-03    0.43897E+03
    0.10202E-03    0.44748E+03
    0.10408E-03    0.45615E+03
    0.10618E-03    0.46498E+03
    0.10833E-03    0.47399E+03
    0.11052E-03    0.48317E+03
    0.11275E-03    0.49254E+03
    0.11503E-03    0.50208E+03
    0.11735E-03    0.51180E+03
    0.11972E-03    0.52172E+03
    0.12214E-03    0.53182E+03
    0.12461E-03    0.54212E+03
    0.12712E-03    0.55263E+03
    0.12969E-03    0.56333E+03
    0.13231E-03    0.57424E+03
    0.13499E-03    0.58536E+03
    0.13771E-03    0.59670E+03
    0.14049E-03    0.60825E+03
    0.14333E-03    0.62003E+03
    0.14623E-03    0.63204E+03
    0.14918E-03    0.64428E+03
    0.15220E-03    0.65675E+03
    0.15527E-03    0.66947E+03
    0.15841E-03    0.68243E+03
    0.16161E-03    0.69564E+03
    0.16487E-03    0.70911E+03
    0.16820E-03    0.72284E+03
    0.17160E-03    0.73683E+03
    0.17507E-03    0.75109E+03
    0.17860E-03    0.76563E+03
    0.18221E-03    0.78044E+03
    0.18589E-03    0.79555E+03
    0.18965E-03    0.81094E+03
    0.19348E-03    0.82663E+03
    0.19739E-03    0.84263E+03
    0.20138E-03    0.85893E+03
    0.20544E-03    0.87554E+03
    0.20959E-03    0.89248E+03
    0.21383E-03    0.90974E+03
    0.21815E-03    0.92734E+03
    0.22255E-03    0.94527E+03
    0.22705E-03    0.96355E+03
    0.23164E-03    0.98217E+03
    0.23632E-03    0.10012E+04
    0.24109E-03    0.10205E+04
    0.24596E-03    0.10402E+04
    0.25093E-03    0.10603E+04
    0.25600E-03    0.10808E+04
    0.26117E-03    0.11017E+04
    0.26645E-03    0.11230E+04
    0.27183E-03    0.11447E+04
    0.27732E-03    0.11668E+04
    0.28292E-03    0.11893E+04
    0.28864E-03    0.12123E+04
    0.29447E-03    0.12357E+04
    0.30042E-03    0.12595E+04
    0.30649E-03    0.12838E+04
    0.31268E-03    0.13086E+04
    0.31899E-03    0.13339E+04
    0.32544E-03    0.13596E+04
    0.33201E-03    0.13858E+04
    0.33872E-03    0.14125E+04
    0.34556E-03    0.14397E+04
    0.35254E-03    0.14675E+04
    0.35966E-03    0.14958E+04
    0.36693E-03    0.15246E+04
    0.37434E-03    0.15539E+04
    0.38190E-03    0.15838E+04
    0.38962E-03    0.16143E+04
    0.39749E-03    0.16454E+04
    0.40552E-03    0.16770E+04
    0.41371E-03    0.17093E+04
    0.42207E-03    0.17421E+04
    0.43060E-03    0.17756E+04
    0.43929E-03    0.18097E+04
